"","cy","cy2","country_name","year","v2jupoatck_lag2","v2jupoatck_lag1","v2jupoatck","v2juhccomp_lag2","v2juhccomp_lag1","v2juhccomp","v2jupurge_lag2","v2jupurge_lag1","v2jupurge","v2jupack_lag2","v2jupack_lag1","v2jupack","v2x_jucon_lag2","v2x_jucon_lag1","v2x_jucon","v2juhcind_lag2","v2juhcind_lag1","v2juhcind","v2xlg_legcon","v2x_divparctrl","v2x_polyarchy","v2x_regime","e_gdppc","e_regiongeo","e_regionpol","log_e_gdppc","region","POLCONIII_VDEM","polconiii","LJI","LJI_lag1","LJI_lag2","LJI_lag3","LJI_lead1","LJI_lead2","LJI_vdem","LJI_vdem_lag1","LJI_vdem_lag2","LJI_vdem_lag3","LJI_vdem_lead1","LJI_vdem_lead2","boix_democracy","boix_democracy_text","boix_democracy_omitteddata","boix_democracy_trans","boix_democracy_breakdowns","boix_democracy_duration","boix_democracy_duration_log","system","checks","frac","govfrac","numvote","gov1me","gov1vote","gov2me","gov2vote","gov3me","gov3vote","oppfrac","oppvote","opp1me","opp1vote","opp2me","opp2vote","opp3me","opp3vote","execme","percentl","execnat","allhouse","api_gov","popul_gov","conserv_gov","extremism_gov","seatshare_gov","seatshare_total","api_exec_party","popul_exec_party","conserv_exec_party","api_opp","popul_opp","conserv_opp","seatshare_opp","edi_high","regime_type","api_exec_gov","popul_exec_gov","conserv_exec_gov","api_model","popul_model","conserv_model"
"13265","LBR 2011","Liberia 2011","Liberia",2011,1.408,1.131,1.131,0.419,0.419,0.419,1.415,1.332,1.332,0.557,1.046,1.046,0.581,0.581,0.596,0.19,0.19,0.19,0.811,-1.561,0.645,2,2.479,6,4,0.907855253053053,"Sub-S. Africa",0.39,0.086762452,0.3772,0.3839,0.3753,0.3676,0.3551,0.3356,0.4492,0.46,0.4667,0.4692,0.4351,0.4241,1,"democracy",1,0,0,6,1.79175946922805,"Presidential",4,0.85643619,0,0,"UP",NA,NA,0,NA,0,0.87014651,0,"CDC",NA,"LP",NA,"NUDP",NA,"UP",90.709999,0,0,0.090804,0.033229,0.222828,0.284585,32.9,84.9,0.276,0.101,-0.865,0.154759,0.162285,0.026933,23.3,"high edi","Electoral democracy",0.183402,0.0671145,-0.321086,0.183402,0.0671145,-0.321086
"13373","MWI 1994","Malawi 1994","Malawi",1994,0.801,0.801,1.07,1.225,1.225,0.079,0.774,0.774,0.774,1.04,1.04,1.04,0.767,0.767,0.59,0.944,0.944,0.838,0.741,1.419,0.456,1,2.193,8,4,0.785270469435751,"Sub-S. Africa",0,0,0.3951,0.4437,0.4589,0.4709,0.3201,0.2602,0.4001,0.425,0.4427,0.4583,0.3755,0.3545,1,"democracy",1,1,0,1,0,"Presidential",4,0.63211823,0,46.439999,"UDF",46.439999,NA,0,NA,0,0.48351648,52.590004,"MCP",33.650002,"Aford",18.940001,NA,0,"UDF",NA,0,1,0.20352,0.1392,-0.061078,0.69792,48,100,0.424,0.29,1.454,0.299114,0.15139,-0.36507,52,"low edi","Autocratic",0.31376,0.2146,0.696461,0.31376,0.2146,0.696461
"13378","MWI 1999","Malawi 1999","Malawi",1999,-1.025,-0.738,0.801,1.225,1.225,1.225,0.288,0.288,1.079,1.04,1.04,1.04,0.767,0.767,0.767,0.944,0.944,0.944,0.827,-1.594,0.507,2,2.405,8,4,0.877549903557724,"Sub-S. Africa",0,0.430898106,0.4861,0.488,0.4853,0.4897,0.4858,0.4709,0.4814,0.4894,0.4955,0.5016,0.472,0.4583,1,"democracy",1,0,0,6,1.79175946922805,"Presidential",4,0.62756324,0,47.279999,"UDF",47.279999,NA,0,NA,0,0.47412905,51.510002,"MCP",33.82,"Aford",10.56,NA,0,"UDF",NA,0,1,0.23859,0.11568,-0.3336,0.700828,48.2,97.4,0.495,0.24,1.454,0.229596,0.147198,-0.343794,49.2,"low edi","Electoral democracy",0.366795,0.17784,0.5602,0.366795,0.17784,0.5602
"13383","MWI 2004","Malawi 2004","Malawi",2004,0.801,1.05,1.05,1.105,1.225,1.225,2.5,2.5,2.5,0.686,1.04,1.04,0.775,0.767,0.767,0.944,0.944,0.944,0.827,1.543,0.458,1,2.402,8,4,0.876301723657792,"Sub-S. Africa",0,0.418178267,0.5295,0.5517,0.5633,0.5725,0.5065,0.4897,0.5146,0.521,0.5249,0.527,0.5082,0.5016,1,"democracy",1,0,0,11,2.39789527279837,"Presidential",4,0.82956761,0,0,"UDF",NA,NA,0,NA,0,0.62864035,0,"MCP",NA,"RP",NA,"NDA",NA,"UDF",NA,0,0,0.126492,0.040132,0.752969,0.369316,25.4,88.1,0.498,0.158,1.454,0.186703,0.130192,-0.341573,42,"low edi","Autocratic",0.312246,0.099066,1.1034845,0.312246,0.099066,1.1034845
"13388","MWI 2009","Malawi 2009","Malawi",2009,0.472,0.692,1.056,1.223,1.223,1.223,2.702,2.702,2.5,0.811,0.811,0.686,0.767,0.763,0.769,0.952,0.967,0.967,0.803,-0.817,0.496,1,2.741,8,4,1.00832281732065,"Sub-S. Africa",0,0.145120957,0.5763,0.5701,0.5556,0.5384,0.5779,0.5725,0.527,0.5225,0.5149,0.5055,0.5277,0.527,1,"democracy",1,0,0,16,2.77258872223978,"Presidential",3,0.63350785,0.24042934,0,"DPP",NA,"UDF",NA,NA,0,0.19310345,0,"MCP",NA,"Aford",NA,"MAFUNDE",NA,"DPP",NA,0,1,0.324659,0.078011,-0.567642,0.820507,70.2,84.8,0.485,0.098,1.138,0.052706,0.034164,-0.184544,14.6,"low edi","Autocratic",0.4048295,0.0880055,0.285179,0.4048295,0.0880055,0.285179
"13393","MWI 2014","Malawi 2014","Malawi",2014,1.095,1.095,1.095,1.032,1.276,1.276,2.138,2.138,2.702,1.485,1.485,1.485,0.727,0.765,0.759,0.999,0.959,0.974,0.845,-1.262,0.543,2,2.809,8,4,1.03282854812211,"Sub-S. Africa",0,0.403625534,0.5227,0.5209,NA,NA,0.5288,0.5384,0.4937,0.4916,NA,NA,0.4982,0.5055,1,"democracy",1,0,0,21,3.04452243772342,"Presidential",3,0.84898561,0.34722221,0,"DPP",NA,"UDF",NA,NA,0,0.49017543,0,"MCP",NA,"PP",NA,"Aford",NA,"DPP",NA,0,0,0.132409,0.033402,0.185112,0.395233,33.3,71.8,0.427,0.074,1.138,0.12126,0.11317,-0.134695,38.5,"low edi","Electoral democracy",0.2797045,0.053701,0.661556,0.2797045,0.053701,0.661556
"13513","MDV 2009","Maldives 2009","Maldives",2009,-2.017,-2.017,-1.398,-0.264,-0.264,-0.223,0.698,0.821,0.495,0.456,0.591,1.402,0.469,0.486,0.488,0.196,0.196,0.196,0.771,1.371,0.603,2,27.297,14,8,3.30677680604266,"S. Asia",0,0,0.3915,0.4208,0.3774,NA,0.339,0.2595,0.1495,0.1619,0.169,0.1743,0.1326,0.1139,1,"democracy",1,1,0,1,0,"Presidential",3,0.75222141,0.19704433,34.299999,"MDP",30.799999,"DQP",3.5,"JP",NA,0.32941177,29.6,"DRP",24.6,"PA",5,NA,0,"MDP",53.700001,0,0,0.186914,0.134186,-0.22803,0.335634,33.8,96.2,0.553,0.397,0.993,0.343889,0.176358,0.56693,45.5,"high edi","Electoral democracy",0.369957,0.265593,0.382485,0.369957,0.265593,0.382485
"13608","MNG 1990","Mongolia 1990","Mongolia",1990,-0.417,-1.287,-1.287,0.986,1.523,1.523,0.368,-0.157,0.175,-0.166,-0.166,-0.166,0.658,0.683,0.649,-0.034,-0.44,-0.685,0.516,-1.033,0.378,1,6.292,12,1,1.83927898519603,"E. Europe",0,0,0.3891,0.4428,0.5109,0.568,0.3242,0.2752,0.3248,0.395,0.4659,0.5269,0.2274,0.1662,1,"democracy",1,1,0,1,0,"Assembly-Elected President",3,0.30541548,0.048102401,0,"MPRP",NA,"MPRP-Y",NA,NA,0,0.76041663,0,"MDP",NA,"NNP",NA,"SDP",NA,"MPRP",NA,0,1,0.638078,0.395675,-0.06691,0.213248,83.3,98.4,0.766,0.475,-0.256,NA,NA,NA,NA,"low edi","Autocratic",0.702039,0.4353375,-0.161455,0.638078,0.395675,-0.06691
"13610","MNG 1992","Mongolia 1992","Mongolia",1992,-0.417,-0.417,-0.417,1.163,1.163,0.986,0.368,0.368,0.368,-0.166,-0.166,-0.166,0.73,0.661,0.658,0.911,-0.034,-0.034,0.885,-0.61,0.673,2,5.332,12,1,1.67372640231646,"E. Europe",0.2,0.1993197,0.5109,0.568,0.6275,0.6546,0.4428,0.3891,0.4659,0.5269,0.5929,0.6276,0.395,0.3248,1,"democracy",1,0,0,3,1.09861228866811,"Assembly-Elected President",2,0.12596491,0,0,"MPRP",NA,NA,0,NA,0,0.40000001,0,"MUP",NA,"MSDP",NA,NA,0,"MPRP",NA,0,1,0.279063,0.45129,-0.125715,0.551679,92.1,98.6,0.303,0.49,-0.599,0.004797,0.01079,-0.010764,1.3,"high edi","Electoral democracy",0.2910315,0.470645,-0.3623575,0.279063,0.45129,-0.125715
"13614","MNG 1996","Mongolia 1996","Mongolia",1996,-0.417,-0.417,-0.417,1.163,1.163,1.163,1.325,1.325,0.368,-0.166,-0.166,-0.166,0.767,0.767,0.767,0.911,0.911,0.911,0.887,1.541,0.7,2,5.501,12,1,1.70492989389332,"E. Europe",0.07,0.068073579,0.6655,0.6729,0.6755,0.6597,0.6546,0.6275,0.6469,0.6589,0.6644,0.655,0.6276,0.5929,1,"democracy",1,0,0,7,1.94591014905531,"Presidential",3,0.66947365,0,39,"MPRP",39,NA,0,NA,0,0.47591835,45,"MNDP",45,"MSDP",NA,"indendent supporting DA coalition",NA,"MPRP",NA,0,0,0.099029,0.201019,0.030923,0.156604,32.9,92.1,0.301,0.611,-0.476,0.263742,0.462518,0.040606,59.2,"high edi","Electoral democracy",0.2000145,0.4060095,-0.2225385,0.2000145,0.4060095,-0.2225385
"13618","MNG 2000","Mongolia 2000","Mongolia",2000,-0.417,-0.417,-0.417,1.163,1.163,1.163,1.325,1.325,1.325,0.733,-0.166,-0.166,0.752,0.758,0.758,0.911,0.911,0.911,0.807,-0.605,0.679,2,6.317,12,1,1.84324441191656,"E. Europe",0.46,0.211472561,0.6208,0.5995,0.5896,0.5868,0.6597,0.6755,0.6292,0.6131,0.6057,0.601,0.655,0.6644,1,"democracy",1,0,0,11,2.39789527279837,"Presidential",2,0.10315789,0,0,"MPRP",NA,NA,0,NA,0,1,0,"MNDP",NA,"MDNSP",NA,"CWP",NA,"MPRP",NA,0,1,0.410998,0.578617,0.508104,0.770858,94.7,94.7,0.434,0.611,-0.814,NA,NA,NA,NA,"high edi","Electoral democracy",0.422499,0.5948085,-0.152948,0.422499,0.5948085,-0.152948
"13622","MNG 2004","Mongolia 2004","Mongolia",2004,-0.122,0.027,-0.417,1.163,1.163,1.163,1.325,1.325,1.325,0.733,0.733,0.733,0.77,0.77,0.77,0.911,0.911,0.911,0.83,1.324,0.672,2,8.371,12,1,2.12477335167792,"E. Europe",0.07,0.068073579,0.5793,0.5799,0.5911,0.6009,0.5868,0.5896,0.5964,0.6002,0.609,0.6161,0.601,0.6057,1,"democracy",1,0,0,15,2.70805020110221,"Presidential",3,0.66596484,0,48.23,"MPRP",48.23,NA,0,NA,0,0.45882353,45.650002,"DP",44.27,"MDNSP",NA,"CWP",NA,"MPRP",NA,0,0,0.279186,0.390576,-0.485055,0.385836,47.4,92.1,0.589,0.824,-0.814,0.214117,0.342619,-0.113732,42.1,"high edi","Electoral democracy",0.434093,0.607288,-0.6495275,0.434093,0.607288,-0.6495275
"13626","MNG 2008","Mongolia 2008","Mongolia",2008,0.026,0.026,-0.225,1.163,1.163,1.163,1.325,1.325,1.325,0.733,0.733,0.733,0.783,0.77,0.77,0.911,0.911,0.911,0.816,1.569,0.657,2,11.915,12,1,2.47779811055071,"E. Europe",0.37,0.371012702,0.6111,0.6197,0.6326,0.6536,0.6009,0.5911,0.6234,0.6319,0.6438,0.6628,0.6161,0.609,1,"democracy",1,0,0,19,2.94443897916644,"Presidential",2,0.52947366,0,0,"MPRP",NA,NA,0,NA,0,0.19310345,0,"DP",NA,"CWP",NA,"Green",NA,"MPRP",NA,0,0,0.3996,0.487808,0.572749,0.481888,59.2,94.7,0.675,0.824,-0.814,0.221165,0.292165,-0.069225,35.5,"high edi","Electoral democracy",0.5373,0.655904,-0.1206255,0.5373,0.655904,-0.1206255
"13630","MNG 2012","Mongolia 2012","Mongolia",2012,0.057,0.057,-0.221,1.221,1.221,1.186,1.717,1.717,1.325,0.849,0.849,0.733,0.78,0.78,0.783,1.08,1.08,0.911,0.833,1.374,0.69,2,16.637,12,1,2.81162913067761,"E. Europe",0.35,0.313699895,0.6743,0.6887,0.6996,0.7052,0.6536,0.6326,0.6828,0.7009,0.7078,0.7028,0.6628,0.6438,1,"democracy",1,0,0,23,3.13549421592915,"Presidential",3,0.66245615,0.41666666,0,"DP",NA,"CW-GP",NA,"Justice Coalition",NA,0,0,"MPP",NA,NA,0,NA,NA,"DP",NA,0,0,0.311776,0.407035,1.078415,0.41265,55.3,94.7,0.622,0.735,-0.57,NA,NA,NA,NA,"high edi","Electoral democracy",0.466888,0.5710175,0.2542075,0.466888,0.5710175,0.2542075
"14065","NLD 1977","Netherlands 1977","Netherlands",1977,2.156,2.156,2.156,2.499,2.499,2.499,1.808,1.808,1.808,1.731,1.731,1.731,0.95,0.95,0.95,1.873,1.873,1.873,0.949,-0.315,0.847,3,55.924,1,5,4.02399362612558,"W. Europe, N. Am.",0.44,0.640225407,0.9061,0.9177,0.9294,0.9403,0.8941,0.8824,0.753,0.7577,0.7619,0.7664,0.7489,0.7443,1,"democracy",1,0,0,81,4.39444915467244,"Parliamentary",4,0.73465323,0.46889952,49.860001,"CDA",31.91,"VVD",17.950001,NA,0,0.46299466,46.350002,"PvdA",33.810001,"D66",5.4299998,"SGP",2.1300001,"CDA",NA,0,0,0.020187,0.06253,0.01072,0.438959,51.4,92,0.036,0.086,0.468,0.017546,0.103122,-0.767905,40.6,"high edi","Liberal democracy",0.0280935,0.074265,0.23936,0.020187,0.06253,0.01072
"14069","NLD 1981","Netherlands 1981","Netherlands",1981,1.705,1.705,1.705,2.499,2.499,2.499,1.808,1.808,1.808,1.731,1.731,1.731,0.95,0.95,0.95,1.873,1.873,1.873,0.96,-0.315,0.863,3,57.84,1,5,4.05768057785051,"W. Europe, N. Am.",0.4,0.59808507,0.9491,0.9563,0.9621,0.9663,0.9403,0.9294,0.7701,0.7736,0.7772,0.781,0.7664,0.7619,1,"democracy",1,0,0,85,4.44265125649032,"Parliamentary",4,0.7721141,0.62453282,70.199997,"CDA",30.799999,"PvdA",28.299999,"D66",11.1,0.58948171,27.299999,"VVD",17.299999,"PSP",2.0999999,"CPN",2,"CDA",NA,0,0,0.029112,0.12517,0.256066,0.844765,72.6,89.9,0.036,0.086,0.468,0.007785,0.018338,0.264517,17.3,"high edi","Liberal democracy",0.032556,0.105585,0.362033,0.029112,0.12517,0.256066
"14070","NLD 1982","Netherlands 1982","Netherlands",1982,1.705,1.705,1.705,2.499,2.499,2.499,1.808,1.808,1.808,1.731,1.731,1.731,0.95,0.95,0.95,1.873,1.873,1.873,0.972,-0.315,0.863,3,57.536,1,5,4.05241083884916,"W. Europe, N. Am.",0.41,0.408544168,0.9563,0.9621,0.9663,0.9695,0.9491,0.9403,0.7736,0.7772,0.781,0.7841,0.7701,0.7664,1,"democracy",1,0,0,86,4.45434729625351,"Parliamentary",4,0.75619048,0.5,52.400002,"CDA",29.299999,"VVD",23.1,NA,0,0.52916819,46.099998,"PvdA",30.4,"D66",4.3000002,"PSP",2.3,"CDA",NA,0,0,0.01632,0.04332,-0.101676,0.50736,54,85.3,0.036,0.086,0.468,0.009077,0.052897,-0.64165,31.3,"high edi","Liberal democracy",0.02616,0.06466,0.183162,0.01632,0.04332,-0.101676
"14074","NLD 1986","Netherlands 1986","Netherlands",1986,1.705,1.705,1.705,2.499,2.499,2.499,1.808,1.808,1.808,1.731,1.731,1.731,0.95,0.95,0.95,1.873,1.873,1.873,0.972,-0.315,0.863,3,61.391,1,5,4.11726324460467,"W. Europe, N. Am.",0.39,0.393318547,0.9713,0.9716,0.973,0.9736,0.9695,0.9663,0.7869,0.79,0.7936,0.7969,0.7841,0.781,1,"democracy",1,0,0,90,4.49980967033027,"Parliamentary",4,0.71833336,0.44999999,52,"CDA",34.599998,"VVD",17.4,NA,0,0.41789216,45.599998,"PvdA",33.299999,"D66",6.0999999,"SGP",1.8,"CDA",NA,0,0,0.0171,0.0441,0.002652,0.4437,54,94.7,0.036,0.086,0.468,0.009194,0.047488,-0.73925,40.7,"high edi","Liberal democracy",0.02655,0.06505,0.235326,0.0171,0.0441,0.002652
"14077","NLD 1989","Netherlands 1989","Netherlands",1989,1.705,1.705,1.705,2.499,2.499,2.499,1.808,1.808,1.808,1.731,1.731,1.731,0.95,0.95,0.95,1.873,1.873,1.873,0.972,-0.315,0.861,3,65.67,1,5,4.18464220020288,"W. Europe, N. Am.",0.39,0.582671262,0.9736,0.9742,0.9743,0.9745,0.973,0.9716,0.7969,0.8002,0.8033,0.8062,0.7936,0.79,1,"democracy",1,0,0,93,4.53259949315326,"Parliamentary",4,0.73855698,0.4168421,49.900002,"CDA",35.299999,"VVD",14.6,NA,0,0.53364497,48.900002,"PvdA",31.9,"D66",7.9000001,"Green",4.0999999,"CDA",NA,0,0,0.016341,0.041691,-0.2448,0.393243,50.7,91.4,0.036,0.086,0.468,0.009274,0.039631,-0.478323,40.7,"high edi","Liberal democracy",0.0261705,0.0638455,0.1116,0.016341,0.041691,-0.2448
"14082","NLD 1994","Netherlands 1994","Netherlands",1994,1.705,1.705,1.705,2.499,2.499,2.499,1.808,1.808,1.808,1.731,1.731,1.731,0.95,0.95,0.95,1.873,1.873,1.873,0.972,-0.315,0.862,3,73.354,1,5,4.29529703616279,"W. Europe, N. Am.",0.37,0.598979609,0.9758,0.9778,0.9773,0.9767,0.9753,0.9745,0.8109,0.8133,0.8151,0.8169,0.8085,0.8062,1,"democracy",1,0,0,98,4.58496747867057,"Parliamentary",6,0.82097685,0.66387957,59.400002,"PvdA",24,"VVD",19.9,"D66",15.5,0.64090544,40.599998,"CDA",22.200001,"ADV",4.5,"Green",3.5,"PvdA",NA,0,0,0.016839,0.060822,0.818536,0.567014,61.4,84.1,0.022,0.073,-0.713,0.008172,0.019522,0.106236,22.7,"high edi","Liberal democracy",0.0194195,0.066911,0.052768,0.016839,0.060822,0.818536
"14086","NLD 1998","Netherlands 1998","Netherlands",1998,1.705,1.705,1.705,2.499,2.499,2.499,1.808,1.808,1.808,1.731,1.731,1.731,0.95,0.95,0.95,1.873,1.873,1.873,0.972,-0.315,0.85,3,83.453,1,5,4.42428359913213,"W. Europe, N. Am.",0.41,0.650356128,0.9761,0.9765,0.9766,0.9777,0.9767,0.9773,0.8187,0.8207,0.8222,0.8229,0.8169,0.8151,1,"democracy",1,0,0,102,4.62497281328427,"Parliamentary",5,0.79761374,0.61683851,62.700001,"PvdA",29,"VVD",24.700001,"D66",9,0.65336233,34.299999,"CDA",18.4,"Green",7.3000002,"SP",3.5,"PvdA",NA,0,0,0.017873,0.056458,0.553775,0.643982,64.6,91.2,0.022,0.073,-0.713,0.0087,0.037841,-0.061078,26.6,"high edi","Liberal democracy",0.0199365,0.064729,-0.0796125,0.017873,0.056458,0.553775
"14090","NLD 2002","Netherlands 2002","Netherlands",2002,1.277,1.277,1.277,2.499,2.499,2.499,1.808,1.808,1.808,1.731,1.731,1.731,0.95,0.95,0.95,1.873,1.873,1.873,0.972,-0.315,0.852,3,92.871,1,5,4.5312114334698,"W. Europe, N. Am.",0.4,0.640763287,0.9783,0.9782,0.9774,0.976,0.9777,0.9766,0.8233,0.8237,0.8235,0.8232,0.8229,0.8222,1,"democracy",1,0,0,106,4.66343909411207,"Parliamentary",7,0.83051801,0.6156534,35.700001,"VVD",15.5,"PvdA",15.1,"D66",5.0999999,0.70404369,63.599998,"CDA",27.9,"LPF",17,"Green",7,"PvdA",NA,0,0,0.017769,0.03004,-0.149787,0.375584,36,94.7,0.04,0.073,-0.713,0.033105,0.170135,0.379111,46,"high edi","Liberal democracy",0.0288845,0.05152,-0.4313935,0.017769,0.03004,-0.149787
"14091","NLD 2003","Netherlands 2003","Netherlands",2003,1.277,1.277,1.277,2.499,2.499,2.499,1.808,1.808,1.808,1.731,1.731,1.731,0.95,0.95,0.95,1.873,1.873,1.873,0.972,-0.315,0.857,3,93.645,1,5,4.53951103718182,"W. Europe, N. Am.",0.41,0.654901989,0.9782,0.9774,0.976,0.9744,0.9783,0.9777,0.8237,0.8235,0.8232,0.823,0.8233,0.8229,1,"democracy",1,0,0,107,4.67282883446191,"Parliamentary",6,0.79546607,0.55411255,50.549999,"CDA",28.57,"VVD",17.91,"D66",4.0700002,0.62962961,48.09,"PvdA",27.280001,"SP",6.3200002,"LPF",5.6999998,"CDA",NA,0,0,0.019306,0.035919,-0.027852,0.423047,48,92.6,0.041,0.076,0.468,0.017561,0.104184,-0.312745,39.3,"high edi","Liberal democracy",0.030153,0.0559595,0.220074,0.019306,0.035919,-0.027852
"14094","NLD 2006","Netherlands 2006","Netherlands",2006,1.277,1.277,1.277,2.499,2.499,2.499,1.808,1.808,1.808,1.731,1.731,1.731,0.95,0.95,0.95,1.873,1.873,1.873,0.972,-0.315,0.863,3,99.704,1,5,4.60220579652408,"W. Europe, N. Am.",0.65,0.650312594,0.9744,0.9727,0.9721,0.972,0.976,0.9774,0.823,0.8229,0.8237,0.8244,0.8232,0.8235,1,"democracy",1,0,0,110,4.70048036579242,"Parliamentary",6,0.83788258,0.56867087,51.670002,"CDA",26.51,"PvdA",21.190001,"CU",3.97,0.79052633,51.060001,"SP",16.58,"VVD",14.67,"PVV",5.8899999,"CDA",NA,0,0,0.020743,0.043408,0.327006,0.284624,49.3,86.7,0.051,0.076,0.468,0.023663,0.17222,-0.181302,37.4,"high edi","Liberal democracy",0.0358715,0.059704,0.397503,0.020743,0.043408,0.327006
"14098","NLD 2010","Netherlands 2010","Netherlands",2010,1.277,1.277,1.277,2.499,2.499,2.499,1.808,1.808,1.808,1.731,1.731,1.731,0.95,0.95,0.95,1.873,1.873,1.873,0.977,-0.315,0.873,3,102.149,1,5,4.6264325316905,"W. Europe, N. Am.",0.66,0.661950541,0.9718,0.9707,0.9698,0.9679,0.972,0.9721,0.8259,0.8274,0.829,0.8316,0.8244,0.8237,1,"democracy",1,0,0,114,4.7361984483945,"Parliamentary",5,0.85936248,0.66631579,49.549999,"VVD",20.49,"PVV",15.45,"CDA",13.61,0.77022398,49.349998,"PvdA",19.629999,"SP",9.8199997,"Green Left",6.6700001,"VVD",NA,0,0,0.04277,0.186323,-0.129965,0.635463,50.7,94.1,0.05,0.109,1.529,0.019287,0.08455,-0.588626,43.4,"high edi","Liberal democracy",0.046385,0.1476615,0.6995175,0.04277,0.186323,-0.129965
"14100","NLD 2012","Netherlands 2012","Netherlands",2012,1.277,1.277,1.277,2.499,2.499,2.499,2.07,2.07,1.808,1.731,1.731,1.731,0.95,0.95,0.95,1.873,1.873,1.873,0.977,-0.315,0.871,3,101.872,1,5,4.62371712327467,"W. Europe, N. Am.",0.69,0.691087974,0.9698,0.9679,0.9652,0.9619,0.9707,0.9718,0.829,0.8316,0.8333,0.8342,0.8274,0.8259,1,"democracy",1,0,0,116,4.75359019110636,"Parliamentary",6,0.82584119,0.57246375,45.169998,"VVD",26.58,"PVV",10.08,"CDA",8.5100002,0.71064591,52,"PvdA",24.84,"SP",9.6499996,"D66",8.0299997,"VVD",NA,0,0,0.033887,0.132069,-0.079079,0.672474,46,89.3,0.05,0.109,1.529,0.019933,0.083075,-0.482689,43.3,"high edi","Liberal democracy",0.0419435,0.1205345,0.7249605,0.033887,0.132069,-0.079079
"14204","PAN 1994","Panama 1994","Panama",1994,-0.038,-0.038,-0.038,1.452,1.452,1.452,1.388,1.388,1.388,1.538,1.538,1.538,0.653,0.653,0.653,0.298,0.298,0.298,0.709,0.859,0.708,2,20.062,17,2,2.99882747846129,"Latin Am.",0.5,0.171273451,0.4885,0.4815,0.4756,0.4678,0.4859,0.471,0.4771,0.4776,0.4777,0.4779,0.4763,0.4754,1,"democracy",1,0,1,4,1.38629436111989,"Presidential",4,0.77786005,0.11931818,0,"PRD",NA,"Pala",NA,"Libre",NA,0.83536583,0,"PA",NA,"Papa Egoro",NA,"Molirena",NA,"PRD",NA,0,0,0.272889,0.21897,-0.149902,0.761751,59.4,81.1,0.4825,0.321,0.6465,0.016388,0.006664,0.096152,6.8,"high edi","Electoral democracy",0.3776945,0.269985,0.248299,0.3776945,0.269985,0.248299
"14209","PAN 1999","Panama 1999","Panama",1999,-0.038,-0.038,-0.038,1.452,1.452,1.452,2.28,2.28,1.388,1.502,1.502,1.502,0.653,0.653,0.653,0.298,0.298,0.298,0.709,0.859,0.698,2,23.018,17,2,3.1362765185463,"Latin Am.",0.51,0.508893466,0.4451,0.4269,0.4064,0.3949,0.4592,0.4678,0.4779,0.4775,0.477,0.4766,0.4781,0.4779,1,"democracy",1,0,1,9,2.19722457733622,"Presidential",4,0.70382297,0.43115941,33.700001,"PA",25.299999,"Molirena",4.1999998,"CD",2.8,0.46438485,66.099998,"PRD",47.900002,"PDC",7,"PS",5.5999999,"PA",NA,0,0,0.04305,0.022526,0.432308,0.091784,7,97.1,NA,NA,NA,0.380586,0.265103,0.175343,78.9,"high edi","Electoral democracy",NA,NA,NA,NA,NA,NA
"14214","PAN 2004","Panama 2004","Panama",2004,0.062,0.062,0.062,0.879,0.879,1.452,1.972,1.972,1.582,1.502,1.502,1.502,0.593,0.593,0.653,0.298,0.298,0.298,0.709,0.422,0.736,2,25.973,17,2,3.25705753690825,"Latin Am.",0.5,0.163284116,0.3737,0.3623,0.3721,0.3869,0.3835,0.3949,0.4761,0.4757,0.4758,0.4759,0.4765,0.4766,1,"democracy",1,0,1,14,2.63905732961526,"Presidential",3,0.66033965,0.046511628,43.82,"PRD",37.849998,"PP",5.9699998,NA,0,0.73277313,45.760002,"PA",19.24,"Molirena",8.6400003,"PLN",5.2399998,"PRD",NA,0,0,0.440096,0.331392,1.057002,0.929898,74.4,99.9,0.57,0.433,0.6465,0.05337,0.011306,0.12672,8.9,"high edi","Electoral democracy",0.505048,0.382196,0.851751,0.505048,0.382196,0.851751
"14219","PAN 2009","Panama 2009","Panama",2009,-0.287,-0.287,-0.287,0.879,0.879,0.879,1.683,1.683,1.972,1.502,1.502,1.502,0.593,0.593,0.593,0.298,0.298,0.298,0.709,0.547,0.742,2,34.493,17,2,3.54075640489989,"Latin Am.",0.44,0.443800633,0.3899,0.3989,0.4205,0.4274,0.3915,0.3869,0.476,0.4761,0.4763,0.4765,0.476,0.4759,1,"democracy",1,0,1,19,2.94443897916644,"Presidential",3,0.52273643,0.49445865,95.400002,"AC",56,"PRD",35.700001,"Partido Popular",3.7,NA,0,NA,0,NA,0,NA,0,"AC",NA,0,1,0.442193,0.456081,0.576126,1.045495,74.7,80.3,0.661,0.845,1.157,NA,NA,NA,NA,"high edi","Electoral democracy",0.5515965,0.6505405,0.866563,0.5515965,0.6505405,0.866563
